Player,Pos,Ht_in,Wt,Birth Date,Colleges
Bill Bradley*,F-G,77,205.0,1943-07-28,Princeton
Charles Bradley,G,77,215.0,1959-05-16,Wyoming
Dudley Bradley,G-F,78,195.0,1957-03-19,UNC
Jim Bradley,F,80,215.0,1952-03-16,Northern Illinois
Joe Bradley,G,75,175.0,1928-09-24,Oklahoma State
Michael Bradley,F-C,82,245.0,1979-04-18,Kentucky Villanova
Shawn Bradley,C,90,235.0,1972-03-22,BYU
Tony Bradley,F-C,82,248.0,1998-01-08,UNC
Mark Bradtke,C-F,82,265.0,1968-09-27,
Marques Bragg,F,80,230.0,1970-03-24,Providence
Torraye Braggs,F,80,245.0,1976-05-15,Xavier
A.J. Bramlett,C,82,227.0,1977-01-10,Arizona
Adrian Branch,F-G,79,185.0,1963-11-17,Maryland
Elton Brand,F-C,80,275.0,1979-03-11,Duke
Terrell Brandon,G,71,180.0,1970-05-20,Oregon
Bob Brannum,F-C,77,215.0,1926-05-28,Michigan State
Brad Branson,C-F,82,220.0,1958-09-24,SMU
Jesse Branson,F,79,195.0,1942-01-07,Elon University
Jarrell Brantley,F,77,250.0,1996-06-07,College of Charleston
Jim Brasco,G,73,170.0,1931-02-03,NYU
Mike Bratz,G,74,185.0,1955-10-17,Stanford
Carl Braun*,G-F,77,180.0,1927-09-25,Colgate
Ignas Brazdeikis,F,78,221.0,1999-01-08,Michigan
Tim Breaux,F,79,215.0,1970-09-19,Wyoming
J.R. Bremer,G,74,185.0,1980-09-19,St. Bonaventure
Pete Brennan,F,78,205.0,1936-09-23,UNC
Tom Brennan,F,75,195.0,1930-08-06,Villanova
Randy Breuer,C,87,230.0,1960-10-11,Minnesota
Corey Brewer,F-G,81,186.0,1986-03-05,Florida
Jamison Brewer,G,76,184.0,1980-11-19,Auburn
Jim Brewer,F-C,81,210.0,1951-12-03,Minnesota
Ron Brewer,G,76,180.0,1955-07-16,Arkansas
Ronnie Brewer,G-F,79,220.0,1985-03-20,Arkansas
Primož Brezec,C,86,252.0,1979-10-02,
Frankie Brian,G,73,180.0,1923-05-01,LSU
Frank Brickowski,F-C,81,240.0,1959-08-14,Penn State
Junior Bridgeman,F-G,77,210.0,1953-09-17,Louisville
Bill Bridges,F-C,78,228.0,1939-04-04,Kansas
Mikal Bridges,G,78,209.0,1996-08-30,Villanova
Miles Bridges,G-F,78,225.0,1998-03-21,Michigan State
Al Brightman,F,74,195.0,1923-09-22,University of Charleston
Amida Brimah,C,82,230.0,1994-02-11,UConn
Aud Brindley,F,76,175.0,1923-12-31,Dartmouth College
Isaiah Briscoe,G,75,215.0,1996-04-13,Kentucky
John Brisker,F-G,77,210.0,1947-06-15,Toledo
Oshae Brissett,F,79,210.0,1998-06-20,Syracuse
Allan Bristow,F-G,79,210.0,1951-08-23,Virginia Tech
Tyrone Britt,G,76,190.0,1944-04-18,Johnson C. Smith University
Wayman Britt,G,74,185.0,1952-08-31,Michigan
Mike Brittain,C,84,235.0,1963-06-21,South Carolina
Dave Britton,G,76,180.0,1958-08-29,Texas A&M
Jon Brockman,F,79,255.0,1987-03-20,Washington
Ryan Broekhoff,F,78,215.0,1990-08-23,Valparaiso
Jim Brogan,G,76,185.0,1958-02-24,West Virginia Wesleyan College
Malcolm Brogdon,G,77,229.0,1992-12-11,Virginia
Gary Brokaw,G,76,178.0,1954-01-11,Notre Dame
Price Brookfield,F-G,76,185.0,1920-05-11,West Texas A&M University
Aaron Brooks,G,72,161.0,1985-01-14,Oregon
Armoni Brooks,G,75,195.0,1998-06-05,Houston
Dillon Brooks,F-G,79,225.0,1996-01-22,Oregon
Kevin Brooks,F,78,200.0,1969-10-12,Louisiana
MarShon Brooks,G-F,77,200.0,1989-01-26,Providence
Michael Brooks,F,79,220.0,1958-08-17,La Salle
Scott Brooks,G,71,165.0,1965-07-31,TCU University of California Irvine
Andre Brown,F,81,245.0,1981-05-12,DePaul
Anthony Brown,F-G,79,210.0,1992-10-10,Stanford
Bob Brown,F,76,205.0,1923-11-12,Miami University
Bobby Brown,G,74,175.0,1984-09-24,Cal State Fullerton
Bruce Brown,G,76,202.0,1996-08-15,Miami (FL)
Charlie Brown Jr.,G,78,199.0,1997-02-02,Saint Joseph's
Chaundee Brown Jr.,G-F,77,215.0,1998-12-04,Wake Forest Michigan
Chucky Brown,F,79,214.0,1968-02-29,NC State
Damone Brown,F,81,200.0,1979-06-28,Syracuse
Darrel Brown,F,74,175.0,1923-03-14,Humboldt State University
Dee Brown,G,73,160.0,1968-11-29,Jacksonville University
Dee Brown,G,72,185.0,1984-08-17,Illinois
Derrick Brown,F,79,225.0,1987-09-08,Xavier
Devin Brown,G,77,220.0,1978-12-30,Texas-San Antonio
Ernest Brown,C,84,244.0,1979-05-17,Indian Hills Community College
Fred Brown,G,75,182.0,1948-08-07,Iowa
George Brown,F,78,190.0,1935-10-30,Wayne State University
Gerald Brown,G,76,210.0,1975-07-28,Pepperdine
Greg Brown III,F,81,205.0,2001-09-01,Texas
Harold Brown,G,72,155.0,1923-10-02,University of Evansville
Jabari Brown,G,76,215.0,1992-12-18,Oregon Missouri
Jaylen Brown,F-G,78,223.0,1996-10-24,California
John Brown,F,79,220.0,1951-12-14,Missouri
Kedrick Brown,G,79,222.0,1981-03-18,Okaloosa-Walton Community College
Kwame Brown,F,83,270.0,1982-03-10,
Larry Brown*,G,69,160.0,1940-09-14,UNC
Leon Brown,F,75,190.0,1919-10-12,Wyoming
Lewis Brown,C,83,225.0,1955-02-19,UNLV
Lorenzo Brown,G,77,189.0,1990-08-26,NC State
Marcus Brown,G,75,185.0,1974-04-03,Murray State
Markel Brown,G,75,190.0,1992-01-29,Oklahoma State
Mike Brown,C-F,81,257.0,1963-07-19,George Washington
Moses Brown,C,86,245.0,1999-10-13,UCLA
Myron Brown,G,75,180.0,1969-11-03,Slippery Rock University of Pennsylvania
P.J. Brown,F-C,83,225.0,1969-10-14,Louisiana Tech
Randy Brown,G,74,190.0,1968-05-22,Houston New Mexico State
Raymond Brown,F,80,220.0,1965-07-05,Mississippi State Idaho
Rickey Brown,C-F,82,215.0,1958-08-20,Mississippi State
Roger Brown*,F-G,77,205.0,1942-05-22,Dayton
Roger Brown,C,83,225.0,1950-02-23,Kansas
Shannon Brown,G,76,205.0,1985-11-29,Michigan State
Stan Brown,F,75,200.0,1929-06-27,
Sterling Brown,G,77,219.0,1995-02-10,SMU
Tierre Brown,G,74,189.0,1979-06-03,McNeese State University
Tony Brown,F-G,78,185.0,1960-07-29,Arkansas
Troy Brown Jr.,G-F,78,215.0,1999-07-28,Oregon
Jim Browne,C,82,235.0,1930-01-01,
Stanley Brundy,F,78,210.0,1967-11-13,DePaul
Brian Brunkhorst,F,78,208.0,1945-06-12,Marquette
George Bruns,G,72,160.0,1946-08-30,Manhattan College
Jalen Brunson,G,73,190.0,1996-08-31,Villanova
Rick Brunson,G,76,190.0,1972-06-14,Temple
Nicolás Brussino,G-F,79,195.0,1993-03-02,
Elijah Bryant,G,77,210.0,1995-04-19,Elon University BYU
Em Bryant,G,73,175.0,1938-11-04,DePaul
Joe Bryant,F-C,81,185.0,1954-10-19,La Salle
Kobe Bryant*,G-F,78,212.0,1978-08-23,
Mark Bryant,F-C,81,245.0,1965-04-25,Seton Hall
Thomas Bryant,C,82,248.0,1997-07-31,Indiana
Wallace Bryant,C,84,245.0,1959-07-14,San Francisco
Torgeir Bryn,C,81,250.0,1964-08-08,Texas State University
George Bucci,G,75,200.0,1953-07-09,Manhattan College
Shaq Buchanan,G,75,190.0,1997-01-30,Northeast Mississippi Community College Murray State
Joe Buckhalter,F,79,210.0,1937-08-01,Tennessee State
Steve Bucknall,G,78,215.0,1966-03-17,UNC
Cleveland Buckner,F-C,81,210.0,1938-08-17,Jackson State University
Greg Buckner,G,76,210.0,1976-09-16,Clemson
Quinn Buckner,G,75,190.0,1954-08-20,Indiana
Dave Budd,F,78,205.0,1938-10-28,Wake Forest
Chase Budinger,F,79,209.0,1988-05-22,Arizona
Walt Budko,F-C,77,220.0,1925-07-30,Columbia University
Jud Buechler,F-G,78,220.0,1968-06-19,Arizona
Rodney Buford,G-F,77,189.0,1977-11-02,Creighton
Matt Bullard,F,82,215.0,1967-06-05,Colorado Iowa
Reggie Bullock,G-F,78,205.0,1991-03-16,UNC
Larry Bunce,C,84,240.0,1945-07-29,Utah State University
Greg Bunch,F,78,190.0,1956-05-15,Cal State Fullerton
Dick Bunt,G,72,170.0,1930-07-13,NYU
Bill Buntin,C-F,79,250.0,1942-05-05,Michigan
Bill Bunting,F-C,80,200.0,1947-08-26,UNC
Ticky Burden,G,74,185.0,1953-02-28,Utah
Pat Burke,C-F,83,250.0,1973-12-14,Auburn
Trey Burke,G,72,185.0,1992-11-12,Michigan
Roger Burkman,G,77,175.0,1958-05-22,Louisville
Alec Burks,G,78,214.0,1991-07-20,Colorado
Antonio Burks,G,73,200.0,1980-02-25,Memphis
Kevin Burleson,G,75,205.0,1979-09-04,Minnesota
Tom Burleson,C,86,225.0,1952-02-24,NC State
Jack Burmaster,G,75,190.0,1926-12-23,Illinois
David Burns,G,74,180.0,1958-07-03,Saint Louis
Evers Burns,F,80,260.0,1971-08-24,Maryland
Jim Burns,G,75,195.0,1945-09-21,Northwestern
Scott Burrell,G-F,79,218.0,1971-01-12,UConn
Art Burris,F,77,220.0,1924-04-07,Tennessee
Junior Burrough,F,80,242.0,1973-01-18,Virginia
Bob Burrow,C-F,79,228.0,1934-06-29,Kentucky
Deonte Burton,G,76,240.0,1994-01-31,Marquette Iowa State
Ed Burton,F,78,225.0,1939-08-13,Michigan State
Willie Burton,F-G,80,210.0,1968-05-26,Minnesota
Steve Burtt,G,74,185.0,1962-11-05,Iona College
Don Buse,G,76,190.0,1950-08-10,University of Evansville
David Bustion,F,80,215.0,1949-08-30,Denver
Donnie Butcher,G,74,200.0,1936-02-08,Pikeville College
Al Butler,G,74,175.0,1938-07-09,Niagara University
Caron Butler,F,79,228.0,1980-03-13,UConn
Greg Butler,C,83,240.0,1966-03-11,Stanford
Jackie Butler,F-C,82,250.0,1985-03-10,
Jared Butler,G,75,195.0,2000-08-25,Baylor
Jimmy Butler,F-G,79,230.0,1989-09-14,Marquette
Mike Butler,G,74,170.0,1946-10-22,Memphis
Mitchell Butler,G-F,77,210.0,1970-12-15,UCLA
Rasual Butler,F-G,79,215.0,1979-05-23,La Salle
Dwight Buycks,G,75,190.0,1989-03-06,Marquette
Derrick Byars,F,79,220.0,1984-04-25,Virginia Vanderbilt
Andrew Bynum,C,84,285.0,1987-10-27,
Will Bynum,G,72,185.0,1983-01-04,Arizona Georgia Tech
Marty Byrnes,F,79,215.0,1956-04-30,Syracuse
Tommy Byrnes,F-G,75,175.0,1923-02-19,Seton Hall
Michael Bytzura,F,73,170.0,1922-06-18,Long Island University
Žarko ?abarkapa,F,83,235.0,1981-05-21,
Barney Cable,F,79,175.0,1935-07-29,Bradley
Bruno Caboclo,F-C,81,218.0,1995-09-21,
Devontae Cacok,F,79,240.0,1996-10-08,UNC Wilmington
Jason Caffey,F,80,255.0,1973-06-12,Alabama
Michael Cage,F-C,81,224.0,1962-01-28,San Diego State
Gerry Calabrese,G,73,175.0,1925-02-04,St. John's
Nick Calathes,G,78,213.0,1989-02-07,Florida
José Calderón,G,75,200.0,1981-09-28,
Adrian Caldwell,F-C,80,265.0,1966-07-04,SMU Lamar
Jim Caldwell,C,82,240.0,1943-01-28,Georgia Tech
Joe Caldwell,F-G,77,195.0,1941-11-01,Arizona State
Kentavious Caldwell-Pope,G,77,204.0,1993-02-18,Georgia
Bill Calhoun,F-G,75,180.0,1927-11-04,City College of San Francisco
Corky Calhoun,F,79,210.0,1950-11-01,Penn
Demetrius Calip,G,73,165.0,1969-11-18,Michigan
Tom Callahan,G,73,180.0,1921-06-02,Rockhurst University
Rick Calloway,F,78,180.0,1966-12-12,Indiana Kansas
Ernie Calverley,G,70,145.0,1924-01-30,Rhode Island
Mack Calvin,G,72,165.0,1947-07-27,USC
Dexter Cambridge,F,79,224.0,1970-01-29,Texas
Marcus Camby,C-F,83,220.0,1974-03-22,UMass
Facundo Campazzo,G,70,195.0,1991-03-23,
Elden Campbell,C,83,215.0,1968-07-23,Clemson
Tony Campbell,F-G,79,215.0,1962-05-07,Ohio State
Isaiah Canaan,G,72,201.0,1991-05-21,Murray State
Vlatko ?an?ar,F,80,236.0,1997-04-10,
Devin Cannady,G,74,183.0,1996-05-21,Princeton
Larry Cannon,G,76,195.0,1947-04-12,La Salle
Clint Capela,C,82,240.0,1994-05-18,
Derrick Caracter,F,81,275.0,1988-05-04,Louisville Texas-El Paso
Frank Card,F,79,195.0,1944-12-28,South Carolina State
Brian Cardinal,F,80,245.0,1977-05-02,Purdue
Vernon Carey Jr.,C,81,270.0,2001-02-25,Duke
Howie Carl,G,69,160.0,1938-06-07,DePaul
Chet Carlisle,F-C,77,195.0,1916-11-02,California
Geno Carlisle,G,75,180.0,1976-08-13,Northwestern California
Rick Carlisle,G,77,210.0,1959-10-27,University of Maine Virginia
Don Carlos,G-F,77,210.0,1944-03-03,Otterbein College
Al Carlson,C,83,235.0,1951-09-17,Oregon
Don Carlson,G-F,72,170.0,1919-03-22,Minnesota
Bob Carney,G,75,170.0,1932-08-03,Bradley
Rodney Carney,F,79,205.0,1984-04-15,Memphis
Bob Carpenter,F-C,77,200.0,1917-11-06,Texas A&M University-Commerce
Antoine Carr,F-C,81,225.0,1961-07-23,Wichita State
Austin Carr,G,76,200.0,1948-03-10,Notre Dame
Chris Carr,G,77,207.0,1974-03-12,Southern Illinois
Cory Carr,G,75,210.0,1975-12-05,Texas Tech
Kenny Carr,F,79,220.0,1955-08-15,NC State
M.L. Carr,F-G,78,205.0,1951-01-09,Guilford College
Darel Carrier,G,75,185.0,1940-10-26,Western Kentucky
Bob Carrington,G-F,78,195.0,1953-07-03,Boston College
DeMarre Carroll,F,78,215.0,1986-07-27,Vanderbilt Missouri
Joe Barry Carroll,C-F,84,225.0,1958-07-24,Purdue
Matt Carroll,G,78,212.0,1980-08-28,Notre Dame
Jimmy Carruth,C-F,82,265.0,1969-11-04,Virginia Tech
Anthony Carter,G,73,190.0,1975-06-16,Hawaii
Butch Carter,G,77,180.0,1958-06-11,Indiana
Fred Carter,G-F,75,185.0,1945-02-14,Mount St. Mary's University
George Carter,F-G,76,210.0,1944-01-10,St. Bonaventure
Howard Carter,G,77,215.0,1961-10-26,LSU
Jake Carter,F-C,76,195.0,1924-07-25,Texas A&M University-Commerce
Jevon Carter,G,73,200.0,1995-09-14,West Virginia
Maurice Carter,G,77,210.0,1976-10-12,LSU
Reggie Carter,G,75,175.0,1957-10-10,Hawaii St. John's
Ron Carter,G,77,190.0,1956-08-31,Virginia Military Institute
Vince Carter,G-F,78,220.0,1977-01-26,UNC
Wendell Carter Jr.,C,82,270.0,1999-04-16,Duke
Michael Carter-Williams,G,77,190.0,1991-10-10,Syracuse
Bill Cartwright,C,85,245.0,1957-07-30,San Francisco
Jay Carty,F,80,220.0,1941-07-04,Oregon State
Alex Caruso,G,76,186.0,1994-02-28,Texas A&M
Cornelius Cash,F,80,215.0,1952-03-03,Bowling Green
Sam Cash,F,80,230.0,1950-11-13,University of California Riverside
Sam Cassell,G,75,185.0,1969-11-18,Florida State
Omri Casspi,F,81,225.0,1988-06-22,
Harvey Catchings,C-F,81,218.0,1951-09-02,Hardin-Simmons University
Terry Catledge,F,80,220.0,1963-08-22,University of South Alabama
Sid Catlett,F,78,230.0,1948-04-18,Notre Dame
Kelvin Cato,C,83,255.0,1974-08-26,University of South Alabama Iowa State
Bobby Cattage,F,81,250.0,1958-08-17,Auburn
Willie Cauley-Stein,F-C,84,240.0,1993-08-18,Kentucky
Troy Caupain,G,76,210.0,1995-11-29,Cincinnati
Duane Causwell,C,84,240.0,1968-05-31,Temple
Tyler Cavanaugh,F,81,238.0,1994-02-09,George Washington
Ron Cavenall,C,85,230.0,1959-04-30,Texas Southern
Ahmad Caver,G,74,175.0,1996-09-12,Old Dominion
Cedric Ceballos,F,78,190.0,1969-08-02,Cal State Fullerton
John Celestand,G,76,178.0,1977-03-06,Villanova
Al Cervi*,G-F,71,170.0,1917-02-12,
Lionel Chalmers,G,72,180.0,1980-11-10,Xavier
Mario Chalmers,G,74,190.0,1986-05-19,Kansas
Bill Chamberlain,F,78,188.0,1949-12-16,UNC
Wilt Chamberlain*,C,85,275.0,1936-08-21,Kansas
Jerry Chambers,F,77,185.0,1943-07-18,Utah
Tom Chambers,F-C,82,220.0,1959-06-21,Utah
Justin Champagnie,F,78,200.0,2001-06-29,Pitt
Mike Champion,F,82,230.0,1964-04-05,Gonzaga
Tyson Chandler,C,84,235.0,1982-10-02,
Wilson Chandler,F,80,235.0,1987-05-10,DePaul
Don Chaney,G,77,210.0,1946-03-22,Houston
John Chaney,F-C,75,185.0,1920-02-29,LSU
Rex Chapman,G,76,185.0,1967-10-05,Kentucky
Wayne Chapman,G-F,78,190.0,1945-06-15,Western Kentucky
Len Chappell,F-C,80,240.0,1941-01-31,Wake Forest
Ken Charles,G,75,180.0,1951-07-10,Fordham
Lorenzo Charles,F,79,225.0,1963-11-25,NC State
Joe Chealey,G,75,190.0,1995-11-01,College of Charleston
Calbert Cheaney,G-F,79,209.0,1971-07-17,Indiana
Zylan Cheatham,F,77,220.0,1995-11-17,San Diego State Arizona State
Maurice Cheeks*,G,73,180.0,1956-09-08,West Texas A&M University
Phil Chenier,G,75,180.0,1950-10-30,California
Will Cherry,G,72,185.0,1991-02-08,Montana
Derrick Chievous,F,79,195.0,1967-07-03,Missouri
Pete Chilcutt,F-C,82,230.0,1968-09-14,UNC
Josh Childress,G-F,80,210.0,1983-06-20,Stanford
Randolph Childress,G,74,188.0,1972-09-21,Wake Forest
Chris Childs,G,75,195.0,1967-11-20,Boise State
Chris Chiozza,G,71,175.0,1995-11-21,Florida
Leroy Chollet,F,74,190.0,1925-03-05,Canisius
Jim Chones,C-F,83,220.0,1949-11-30,Marquette
Marquese Chriss,F,81,240.0,1997-07-02,Washington
Fred Christ,G,76,210.0,1930-08-06,Fordham
Cal Christensen,F-C,77,210.0,1927-06-06,Toledo
Bob Christian,C,82,255.0,1946-05-11,Grambling State University
Doug Christie,G-F,78,200.0,1970-05-09,Pepperdine
Dionte Christmas,G,77,205.0,1986-09-15,Temple
Rakeem Christmas,F,81,250.0,1991-12-01,Syracuse
Semaj Christon,G,75,190.0,1992-11-01,Xavier
Josh Christopher,G,77,215.0,2001-12-08,Arizona State
Patrick Christopher,G-F,77,209.0,1988-06-03,California
Stephen Chubin,G,74,200.0,1944-02-08,Rhode Island
Robert Churchwell,G-F,78,195.0,1972-02-20,Georgetown
Archie Clark,G,74,175.0,1941-07-15,Minnesota
Carlos Clark,G,76,210.0,1960-08-10,Ole Miss
Earl Clark,F,82,225.0,1988-01-17,Louisville
Gary Clark,F,78,225.0,1994-11-16,Cincinnati
Ian Clark,G,75,175.0,1991-03-07,Belmont
Keon Clark,F-C,83,220.0,1975-04-16,UNLV
Richard Clark,G,76,190.0,1944-01-05,Eastern Kentucky University
Brandon Clarke,F,80,215.0,1996-09-19,San Jose State Gonzaga
Coty Clarke,F,79,232.0,1992-07-04,Arkansas
Jordan Clarkson,G,76,194.0,1992-06-07,Tulsa Missouri
Gian Clavell,G,76,185.0,1993-11-26,Colorado State
Victor Claver,F,81,224.0,1988-08-30,
John Clawson,F,76,200.0,1944-05-15,Michigan
Charles Claxton,C,84,265.0,1970-12-13,Georgia
Nic Claxton,F,83,215.0,1999-04-17,Georgia
Speedy Claxton,G,71,166.0,1978-05-08,Hofstra
Jim Cleamons,G,75,185.0,1949-09-13,Ohio State
Mateen Cleaves,G,74,205.0,1977-09-07,Michigan State
Barry Clemens,F,78,210.0,1943-05-01,Ohio Wesleyan University
Chris Clemons,G,69,180.0,1997-07-23,Campbell
Antonius Cleveland,G,77,195.0,1994-02-02,SE Missouri State
Nat Clifton*,C-F,78,220.0,1922-10-13,Xavier University of Louisiana
Bill Closs,F-C,77,195.0,1922-01-08,Rice University
Keith Closs,C,87,212.0,1976-04-03,Central Connecticut State University
Paul Cloyd,G-F,74,180.0,1920-06-13,Wisconsin
Bob Cluggish,C,82,235.0,1917-09-18,Kentucky
Ben Clyde,F,79,198.0,1951-06-10,Florida State
Amir Coffey,G,79,210.0,1997-06-17,Minnesota
Richard Coffey,F,78,212.0,1965-09-02,Minnesota
Fred Cofield,G,75,190.0,1962-01-04,Oregon Eastern Michigan
John Coker,C,84,253.0,1971-10-28,Boise State
Norris Cole,G,74,175.0,1988-10-13,Cleveland State University
Ben Coleman,F,81,235.0,1961-11-14,Minnesota Maryland
Derrick Coleman,F-C,82,230.0,1967-06-21,Syracuse
E.C. Coleman,F,80,225.0,1950-09-25,Houston Baptist University
Jack Coleman,F-C,79,195.0,1924-05-23,Louisville
Norris Coleman,F,80,210.0,1961-09-27,Kansas State
Bimbo Coles,G,73,180.0,1968-04-22,Virginia Tech
Jason Collier,C,84,260.0,1977-09-08,Indiana Georgia Tech
Art Collins,G,76,185.0,1954-04-14,St. Thomas University
Don Collins,F-G,78,190.0,1958-11-28,Washington State
Doug Collins,G-F,78,180.0,1951-07-28,Illinois State
James Collins,G,76,196.0,1973-11-05,Florida State
Jarron Collins,F-C,83,255.0,1978-12-02,Stanford
Jason Collins,C,84,255.0,1978-12-02,Stanford
Jimmy Collins,G,74,175.0,1946-11-24,New Mexico State
John Collins,F,81,235.0,1997-09-23,Wake Forest
Mardy Collins,G,78,220.0,1984-08-04,Temple
Sherron Collins,G,71,205.0,1987-03-18,Kansas
Zach Collins,C-F,83,250.0,1997-11-19,Gonzaga
Kyle Collinsworth,G-F,78,210.0,1991-10-03,BYU
Darren Collison,G,72,175.0,1987-08-23,UCLA
Nick Collison,F,82,255.0,1980-10-26,Kansas
Joe Colone,F,77,210.0,1924-01-23,Bloomsburg University of Pennsylvania
Bonzie Colson,F,78,224.0,1996-01-12,Notre Dame
Sean Colson,G,72,175.0,1975-07-01,Rhode Island UNC Charlotte
Steve Colter,G,75,165.0,1962-07-24,New Mexico State
Glen Combs,G,74,185.0,1946-10-30,Virginia Tech
Leroy Combs,F,80,210.0,1961-01-01,Oklahoma State
John Comeaux,F,77,193.0,1943-09-15,Grambling State University
Dallas Comegys,F,81,205.0,1964-08-17,DePaul
Larry Comley,G,77,210.0,1939-08-17,Kansas State
Jeffrey Congdon,G,73,180.0,1943-10-17,BYU
Gene Conley,C-F,80,225.0,1930-11-10,Washington State
Larry Conley,G,75,175.0,1944-01-22,Kentucky
Mike Conley,G,73,175.0,1987-10-11,Ohio State
Ed Conlin,F-G,77,200.0,1933-09-02,Fordham
Marty Conlon,F-C,82,224.0,1968-01-19,Providence
Pat Connaughton,G,77,209.0,1993-01-06,Notre Dame
Jimmy Conner,G,76,190.0,1953-03-20,Kentucky
Lester Conner,G,76,180.0,1959-09-17,Oregon State
Chuck Connors,F-C,77,190.0,1921-04-10,Seton Hall
Will Conroy,G,74,195.0,1982-12-08,Washington
Anthony Cook,F-C,81,205.0,1967-03-19,Arizona
Bert Cook,G-F,75,185.0,1929-04-26,Utah State University
Bobby Cook,G-F,70,155.0,1923-04-01,Wisconsin
Brian Cook,F,81,234.0,1980-12-04,Illinois
Daequan Cook,G,77,205.0,1987-04-28,Ohio State
Darwin Cook,G,75,184.0,1958-08-06,University of Portland
Jeff Cook,F-C,82,215.0,1956-10-21,Idaho State University
Norm Cook,F,80,210.0,1955-03-21,Kansas
Omar Cook,G,73,190.0,1982-01-28,St. John's
Quinn Cook,G,73,180.0,1993-03-23,Duke
Tyler Cook,F,80,255.0,1997-09-23,Iowa
Charles Cooke,G,77,196.0,1994-07-01,Dayton
David Cooke,F,80,230.0,1963-09-27,Saint Mary's
Joe Cooke,G,75,175.0,1948-08-14,Indiana
Jack Cooley,F-C,81,260.0,1991-04-12,Notre Dame
Chuck Cooper*,F,77,210.0,1926-09-29,Duquesne
Duane Cooper,G,73,185.0,1969-06-25,USC
Joe Cooper,C-F,82,230.0,1957-09-01,Howard University Tulsa Colorado
Michael Cooper,G-F,77,170.0,1956-04-15,New Mexico
Sharife Cooper,G,73,180.0,2001-06-11,Auburn
Wayne Cooper,C-F,82,220.0,1956-11-16,New Orleans
Tom Copa,C,82,275.0,1964-10-30,Marquette
Chris Copeland,F,81,239.0,1984-03-17,Colorado
Hollis Copeland,F,78,180.0,1955-12-20,Rutgers University
Lanard Copeland,G,78,190.0,1965-07-16,Georgia State University
Tyrone Corbin,G-F,78,210.0,1962-12-31,DePaul
Chris Corchiani,G,72,185.0,1968-03-28,NC State
Ken Corley,C,77,210.0,1920-05-10,University of Central Oklahoma
Ray Corley,G,72,180.0,1928-01-14,Georgetown
Petr Cornelie,F,83,220.0,1995-07-26,
Dave Corzine,C,83,250.0,1956-04-25,DePaul
Larry Costello*,G,73,186.0,1931-07-02,Niagara University
Matt Costello,F,81,245.0,1993-08-05,Michigan State
Bryce Cotton,G,73,165.0,1992-08-11,Providence
Jack Cotton,F-C,79,200.0,1924-10-25,Wyoming
James Cotton,G,77,220.0,1975-12-14,Cal State Long Beach
John Coughran,F,79,225.0,1951-09-12,California
Mel Counts,C-F,84,230.0,1941-10-16,Oregon State
Steve Courtin,G,73,188.0,1942-09-21,Saint Joseph's
Joe Courtney,F,80,235.0,1969-10-17,Mississippi State Southern Miss
Marcus Cousin,C,83,245.0,1986-12-18,Seton Hall Houston
DeMarcus Cousins,C-F,82,270.0,1990-08-13,Kentucky
Bob Cousy*,G,73,175.0,1928-08-09,Holy Cross
Robert Covington,F-C,79,209.0,1990-12-14,Tennessee State
Dave Cowens*,C-F,81,230.0,1948-10-25,Florida State
Chubby Cox,G,74,180.0,1955-12-29,Villanova San Francisco
Johnny Cox,G,76,180.0,1936-11-01,Kentucky
Wesley Cox,F,78,215.0,1955-01-27,Louisville
Allen Crabbe,G-F,77,212.0,1992-04-09,California
Torrey Craig,G-F,79,221.0,1990-12-19,USC Upstate
Chris Crawford,F,81,235.0,1975-05-13,Marquette
Freddie Crawford,G-F,76,189.0,1941-12-23,St. Bonaventure
Jamal Crawford,G,77,185.0,1980-03-20,Michigan
Joe Crawford,F,77,210.0,1986-06-17,Kentucky
Jordan Crawford,G,76,195.0,1988-10-23,Indiana Xavier
Mitch Creek,G,77,216.0,1992-04-27,
Jim Creighton,F,80,200.0,1950-04-18,Colorado
Ron Crevier,C,84,235.0,1958-04-14,Boston College
Hal Crisler,F,75,215.0,1923-12-31,Iowa State
Joe Crispin,G,72,185.0,1979-07-18,Penn State
Charlie Criss,G,68,165.0,1948-11-06,New Mexico State
Russell Critchfield,G,70,150.0,1946-06-27,California
Winston Crite,F,79,233.0,1965-06-20,Texas A&M
Javaris Crittenton,G,77,200.0,1987-12-31,Georgia Tech
Dillard Crocker,F-G,76,205.0,1925-01-19,Western Michigan
Bobby Croft,C,82,200.0,1946-03-17,Tennessee
Geoff Crompton,C,83,280.0,1955-07-04,UNC
Terry Crosby,G,76,195.0,1957-01-04,Tennessee
Austin Croshere,F,81,235.0,1975-05-01,Providence
Jeff Cross,F,82,240.0,1961-09-01,University of Maine
Pete Cross,C-F,81,230.0,1948-03-28,San Francisco
Russell Cross,C,82,215.0,1961-09-05,Purdue
Chink Crossin,G,73,165.0,1923-07-04,Penn
John Crotty,G,73,185.0,1969-07-15,Virginia
Bill Crow,G,73,180.0,1940-12-09,Cerritos College BYU Westminster College of Utah
Mark Crow,F,79,210.0,1954-10-22,Duke
Corey Crowder,G-F,77,214.0,1969-04-13,Kentucky Wesleyan College
Jae Crowder,F,78,235.0,1990-07-06,Marquette
Al Cueto,C-F,79,230.0,1946-08-02,Tulsa
Jarrett Culver,G,78,195.0,1999-02-20,Texas Tech
